file,gameName,stateClass,status,moves,durationMs,error
Tavla (Ottoman),Tavla (Ottoman),,LOAD_FAIL,0,13,CompilerException: Empty substring from '(rectangle 2 13) ...'. Maybe a wrong bracket type '}'? Empty substring from '"Disc" Each [#]'. Maybe a wrong bracket type '}'? Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Tavli (Zenon),Tavli (Zenon),,LOAD_FAIL,0,13,CompilerException: Empty substring from '"Marker" Each [#]'. Maybe a wrong bracket type '}'? Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
10-Ring,10-Ring,,LOAD_FAIL,0,12,CompilerException: Empty substring from '"Disc" Each [#]'. Maybe a wrong bracket type '}'? Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
12-Ring,12-Ring,,LOAD_FAIL,0,12,CompilerException: Empty substring from '"Disc" Each [#]'. Maybe a wrong bracket type '}'? Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
33 Circles,33 Circles,,LOAD_FAIL,0,3,CompilerException: Empty substring from '"Disc" Each [#]'. Maybe a wrong bracket type '}'? Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
3x14 Game,3x14 Game,,LOAD_FAIL,0,11,CompilerException: Empty substring from '"Disc" Each [#]'. Maybe a wrong bracket type '}'? Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Ancestral Apache Game,Ancestral Apache Game,,LOAD_FAIL,0,13,CompilerException: Empty substring from '[2..16]'. Maybe a wrong bracket type '}'? Empty substring from '"Marker" Each [#]'. Maybe a wrong bracket type '}'? Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Badami Game,Badami Game,,LOAD_FAIL,0,13,CompilerException: Empty substring from '"Disc" Each [#]'. Maybe a wrong bracket type '}'? Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Borobodur Game,Borobodur Game,,LOAD_FAIL,0,12,CompilerException: Empty substring from '[?]'. Maybe a wrong bracket type '}'? Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Cai Xuan,Cai Xuan,,LOAD_FAIL,0,12,CompilerException: Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Chantuto Game,Chantuto Game,,LOAD_FAIL,0,12,CompilerException: Empty substring from '"Marker" Each [#]'. Maybe a wrong bracket type '}'? Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Chungani,Chungani,,LOAD_FAIL,0,12,CompilerException: Empty substring from '[?]'. Maybe a wrong bracket type '}'? Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Coptic Game,Coptic Game,,LOAD_FAIL,0,11,CompilerException: Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Dasapada,Dasapada,,LOAD_FAIL,0,10,CompilerException: Empty substring from '"Disc" Each [#]'. Maybe a wrong bracket type '}'? Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Edris a Jin,Edris a Jin,,LOAD_FAIL,0,11,CompilerException: Empty substring from '[?]'. Maybe a wrong bracket type '}'? Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
El-Mahasna Game,El-Mahasna Game,,LOAD_FAIL,0,13,CompilerException: Empty substring from '"Disc" Each [#]'. Maybe a wrong bracket type '}'? Empty substring from '"Marker" Each [#]'. Maybe a wrong bracket type '}'? Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Jodo Sugoroku,Jodo Sugoroku,,LOAD_FAIL,0,11,CompilerException: Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Lothal Game,Lothal Game,,LOAD_FAIL,0,11,CompilerException: Empty substring from '"Disc" Each [#]'. Maybe a wrong bracket type '}'? Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Mn,Mn,,LOAD_FAIL,0,9,CompilerException: Empty substring from '"Disc" Each [#]'. Maybe a wrong bracket type '}'? Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Nagarjunakonda Game,Nagarjunakonda Game,,LOAD_FAIL,0,2,CompilerException: Empty substring from '"Disc" Each [#]'. Maybe a wrong bracket type '}'? Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Pisca,Pisca,,LOAD_FAIL,0,10,CompilerException: Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Quechucague,Quechucague,,LOAD_FAIL,0,10,CompilerException: Empty substring from '[?]'. Maybe a wrong bracket type '}'? Empty substring from '"Disc" Each [#]'. Maybe a wrong bracket type '}'? Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Saqqara Game,Saqqara Game,,LOAD_FAIL,0,11,CompilerException: Empty substring from '"Disc" Each [#]'. Maybe a wrong bracket type '}'? Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Serup,Serup,,LOAD_FAIL,0,10,CompilerException: Empty substring from '"Disc" Each [#]'. Maybe a wrong bracket type '}'? Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Settilth,Settilth,,LOAD_FAIL,0,10,CompilerException: Empty substring from '[2..16]'. Maybe a wrong bracket type '}'? Empty substring from '"Stick" Each [#]'. Maybe a wrong bracket type '}'? Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Sig (Dguache),Sig (Dguache),,LOAD_FAIL,0,2,CompilerException: Empty substring from '"Disc" Each [#]'. Maybe a wrong bracket type '}'? Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Sitih,Sitih,,LOAD_FAIL,0,13,CompilerException: Empty substring from '[2..16]'. Maybe a wrong bracket type '}'? Empty substring from '"Marker" Each [#]'. Maybe a wrong bracket type '}'? Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Tsi-Di'l,Tsi-Di'l,,LOAD_FAIL,0,2,CompilerException: Empty substring from '[2..16]'. Maybe a wrong bracket type '}'? Empty substring from '1 [#]'. Maybe a wrong bracket type '}'? Empty substring from '[#] 1'. Maybe a wrong bracket type '}'? Empty substring from '"Stick" Each [#]'. Maybe a wrong bracket type '}'? Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Tsiheki,Tsiheki,,LOAD_FAIL,0,2,CompilerException: Empty substring from '"Stick" Each [#]'. Maybe a wrong bracket type '}'? Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Udat Pagada (Historical),Udat Pagada (Historical),,LOAD_FAIL,0,10,CompilerException: Empty substring from '"Disc" Each [#]'. Maybe a wrong bracket type '}'? Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Wo Shuo,Wo Shuo,,LOAD_FAIL,0,3,CompilerException: Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Barjiss,Barjiss,,LOAD_FAIL,0,10,CompilerException: Empty substring from '"Pawn" Each [#]'. Maybe a wrong bracket type '}'? Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Dhola,Dhola,,LOAD_FAIL,0,10,CompilerException: Empty substring from '[?]'. Maybe a wrong bracket type '}'? Empty substring from '"Pawn" Each [#]'. Maybe a wrong bracket type '}'? Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Hopi Game,Hopi Game,,LOAD_FAIL,0,10,CompilerException: Empty substring from '"Disc" Each [#]'. Maybe a wrong bracket type '}'? Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Hue-Ta-Quee-Che-Ka,Hue-Ta-Quee-Che-Ka,,LOAD_FAIL,0,3,CompilerException: Empty substring from '"Stick" Each [#]'. Maybe a wrong bracket type '}'? Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Hulu Wen,Hulu Wen,,LOAD_FAIL,0,10,CompilerException: Empty substring from '[2..16]'. Maybe a wrong bracket type '}'? 
Owasakut,Owasakut,,LOAD_FAIL,0,10,CompilerException: Empty substring from '[2..16]'. Maybe a wrong bracket type '}'? Empty substring from '[?]'. Maybe a wrong bracket type '}'? Empty substring from '"Stick" Each [#]'. Maybe a wrong bracket type '}'? Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Phanjika,Phanjika,,LOAD_FAIL,0,12,CompilerException: Empty substring from '[5 | 6 | 7 | 8 | ...'. Maybe a wrong bracket type '}'? Empty substring from '"Disc" Each [#]'. Maybe a wrong bracket type '}'? Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Sig (Rehamna),Sig (Rehamna),,LOAD_FAIL,0,11,CompilerException: Empty substring from '[?]'. Maybe a wrong bracket type '}'? Empty substring from '"Stick" Each [#]'. Maybe a wrong bracket type '}'? Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Tatsungin,Tatsungin,,LOAD_FAIL,0,2,CompilerException: Empty substring from '"Stick" Each [#]'. Maybe a wrong bracket type '}'? Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Tawfa,Tawfa,,LOAD_FAIL,0,11,CompilerException: Empty substring from '[?]'. Maybe a wrong bracket type '}'? Empty substring from '"Marker" Each [#]'. Maybe a wrong bracket type '}'? Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Totolospi (Cross-Shaped),Totolospi (Cross-Shaped),,LOAD_FAIL,0,3,CompilerException: Empty substring from '[?]'. Maybe a wrong bracket type '}'? Empty substring from '"Marker" Each [#]'. Maybe a wrong bracket type '}'? Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Isafuba,Isafuba,,LOAD_FAIL,0,2,CompilerException: Empty substring from '4 [6..15] store:N...'. Maybe a wrong bracket type '}'? Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Morahha,Morahha,,LOAD_FAIL,0,10,CompilerException: Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Tswana Game,Tswana Game,,LOAD_FAIL,0,10,CompilerException: Empty substring from '4 4 store:None [#]'. Maybe a wrong bracket type '}'? Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Benin Mancala Game,Benin Mancala Game,,LOAD_FAIL,0,9,CompilerException: Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Ga,Ga,,LOAD_FAIL,0,11,CompilerException: Empty substring from '[2..16]'. Maybe a wrong bracket type '}'? Empty substring from '[1..16] [2..16]'. Maybe a wrong bracket type '}'? Empty substring from '[#] loop:True'. Maybe a wrong bracket type '}'? Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Manqalah,Manqalah,,LOAD_FAIL,0,10,CompilerException: Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Ngaya,Ngaya,,LOAD_FAIL,0,11,CompilerException: Empty substring from '[2..16]'. Maybe a wrong bracket type '}'? Empty substring from '5 [2..16]'. Maybe a wrong bracket type '}'? Empty substring from '[#] loop:True'. Maybe a wrong bracket type '}'? Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Qarqis,Qarqis,,LOAD_FAIL,0,2,CompilerException: Empty substring from '[2 | 4] [2..40] s...'. Maybe a wrong bracket type '}'? Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Tami,Tami,,LOAD_FAIL,0,1,CompilerException: Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Arb'ata 'Ashara,Arb'ata 'Ashara,,LOAD_FAIL,0,2,CompilerException: Empty substring from '3 [3..30]'. Maybe a wrong bracket type '}'? Empty substring from 'P1 [#]'. Maybe a wrong bracket type '}'? Empty substring from 'P2 [#]'. Maybe a wrong bracket type '}'? Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Gabata (Gondar),Gabata (Gondar),,LOAD_FAIL,0,12,CompilerException: Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Gabatta,Gabatta,,LOAD_FAIL,0,3,CompilerException: Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Kuba Game,Kuba Game,,LOAD_FAIL,0,11,CompilerException: Empty substring from '3 [3 | #] {(track...'. Maybe a wrong bracket type '}'? Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Al-Andalus Game,Al-Andalus Game,,LOAD_FAIL,0,11,CompilerException: Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Kanga,Kanga,,LOAD_FAIL,0,2,CompilerException: Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Mangala (Greek),Mangala (Greek),,LOAD_FAIL,0,11,CompilerException: Empty substring from '2 [3..40] store:N...'. Maybe a wrong bracket type '}'? Empty substring from 'Count [2..16] to:...'. Maybe a wrong bracket type '}'? Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Matara Game,Matara Game,,LOAD_FAIL,0,10,CompilerException: Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Mbangbi,Mbangbi,,LOAD_FAIL,0,2,CompilerException: Empty substring from '"Track" ["1;E;N;W...'. Maybe a wrong bracket type '}'? Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Medieval Gabata,Medieval Gabata,,LOAD_FAIL,0,11,CompilerException: Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Okwe (Igbo),Okwe (Igbo),,LOAD_FAIL,0,11,CompilerException: Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Ottoman Mancala,Ottoman Mancala,,LOAD_FAIL,0,11,CompilerException: Empty substring from 'Count [2..16] to:...'. Maybe a wrong bracket type '}'? Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Ouri,Ouri,,LOAD_FAIL,0,12,CompilerException: Empty substring from '[#]'. Maybe a wrong bracket type '}'? Empty substring from '(if (no Moves Nex...'. Maybe a wrong bracket type '}'? 
Tsjoncka,Tsjoncka,,LOAD_FAIL,0,10,CompilerException: Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Warra,Warra,,LOAD_FAIL,0,11,CompilerException: Empty substring from '2 [3..40] store:N...'. Maybe a wrong bracket type '}'? Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Worra,Worra,,LOAD_FAIL,0,10,CompilerException: Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Le Jeu de Gendarmes et de Voleur,Le Jeu de Gendarmes et de Voleur,,LOAD_FAIL,0,11,CompilerException: Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Lievre,Lievre,,LOAD_FAIL,0,10,CompilerException: Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Alkarhat,Alkarhat,,LOAD_FAIL,0,9,CompilerException: Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Alquerque de Nueve,Alquerque de Nueve,,LOAD_FAIL,0,9,CompilerException: Could not expand. Check that bracket pairs '(..)' and '{..}' match. 
Kokonag'n,Kokonag'n,,LOAD_FAIL,0,9,CompilerException: Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Aucai,Aucai,,LOAD_FAIL,0,9,CompilerException: Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Bazi Qamish,Bazi Qamish,,LOAD_FAIL,0,9,CompilerException: Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Bukharan Shatranj,Bukharan Shatranj,,LOAD_FAIL,0,2,CompilerException: Empty substring from '(board (square 8)...'. Maybe a wrong bracket type '}'? Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Cerne Abbey Game,Cerne Abbey Game,,LOAD_FAIL,0,10,CompilerException: Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Chang Xing,Chang Xing,,LOAD_FAIL,0,2,CompilerException: Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Chuki (Java),Chuki (Java),,LOAD_FAIL,0,10,CompilerException: Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Chuki,Chuki,,LOAD_FAIL,0,10,CompilerException: Could not expand. Check that bracket pairs '(..)' and '{..}' match. 
Fidchell,Fidchell,,LOAD_FAIL,0,11,CompilerException: Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Halancola,Halancola,,LOAD_FAIL,0,9,CompilerException: Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Khreibga,Khreibga,,LOAD_FAIL,0,9,CompilerException: Empty substring from '[#] use:Vertex'. Maybe a wrong bracket type '}'? Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Liubo,Liubo,,LOAD_FAIL,0,2,CompilerException: Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Mak Yep,Mak Yep,,LOAD_FAIL,0,10,CompilerException: Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Maling'an,Maling'an,,LOAD_FAIL,0,2,CompilerException: Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Manmadoangn,Manmadoangn,,LOAD_FAIL,0,8,CompilerException: Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Ohohla,Ohohla,,LOAD_FAIL,0,10,CompilerException: Empty substring from '[#]'. Maybe a wrong bracket type '}'? Empty substring from '(board (splitCros...'. Maybe a wrong bracket type '}'? 
Panjikent Game,Panjikent Game,,LOAD_FAIL,0,10,CompilerException: Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Polis,Polis,,LOAD_FAIL,0,13,CompilerException: Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Qamish Uyuni,Qamish Uyuni,,LOAD_FAIL,0,9,CompilerException: Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Sakko (Siberia),Sakko (Siberia),,LOAD_FAIL,0,12,CompilerException: Empty substring from '[?]'. Maybe a wrong bracket type '}'? Empty substring from '"Marker" Each [#]'. Maybe a wrong bracket type '}'? Empty substring from '"King" Each [#]'. Maybe a wrong bracket type '}'? Empty substring from '(place "King0" (c...'. Maybe a wrong bracket type '}'? Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Sitta,Sitta,,LOAD_FAIL,0,10,CompilerException: Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Tiddas,Tiddas,,LOAD_FAIL,0,8,CompilerException: Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Tjyong Kyeng To,Tjyong Kyeng To,,LOAD_FAIL,0,3,CompilerException: Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Xiangqi (Song),Xiangqi (Song),,LOAD_FAIL,0,10,CompilerException: Empty substring from '(board (square 11...'. Maybe a wrong bracket type '}'? Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Four-Handed Chaturanga,Four-Handed Chaturanga,,LOAD_FAIL,0,2,CompilerException: Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Shatranj (Egypt),Shatranj (Egypt),,LOAD_FAIL,0,9,CompilerException: Empty substring from '(board (square 8)...'. Maybe a wrong bracket type '}'? Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Chu-Shogi,Chu-Shogi,,LOAD_FAIL,0,18,CompilerException: Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Dai Dai Shogi,Dai Dai Shogi,,LOAD_FAIL,0,37,CompilerException: Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Dai Shogi,Dai Shogi,,LOAD_FAIL,0,22,CompilerException: Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Heian Dai Shogi,Heian Dai Shogi,,LOAD_FAIL,0,14,CompilerException: Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Heian Sho Shogi,Heian Sho Shogi,,LOAD_FAIL,0,13,CompilerException: Empty substring from '[(square 8) | (re...'. Maybe a wrong bracket type '}'? Empty substring from '[#]'. Maybe a wrong bracket type '}'? Empty substring from '(board [(square 8...'. Maybe a wrong bracket type '}'? 
Maka Dai Dai Shogi,Maka Dai Dai Shogi,,LOAD_FAIL,0,33,CompilerException: Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
O Shogi (Futsu Shodo-Shu),O Shogi (Futsu Shodo-Shu),,LOAD_FAIL,0,11,CompilerException: Empty substring from '(board (square 15...'. Maybe a wrong bracket type '}'? Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
O-Shogi,O-Shogi,,LOAD_FAIL,0,2,CompilerException: Empty substring from '(board (square 13...'. Maybe a wrong bracket type '}'? Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Wa Shogi,Wa Shogi,,LOAD_FAIL,0,17,CompilerException: Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Gwangsanghui,Gwangsanghui,,LOAD_FAIL,0,13,CompilerException: Could not expand. Check that bracket pairs '(..)' and '{..}' match. 
Xiangqi (Trigault),Xiangqi (Trigault),,LOAD_FAIL,0,12,CompilerException: Empty substring from '[#]'. Maybe a wrong bracket type '}'? 
Game of Life,Game of Life,GameOfLifeState,OK,45,80,
GrandTrictracSubgame,GrandTrictracSubgame,?,START_FAIL,0,42,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
JulbaharSubgame,JulbaharSubgame,?,START_FAIL,0,30,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
MahbousehSubgame,MahbousehSubgame,?,START_FAIL,0,20,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
MughrabiehSubgame,MughrabiehSubgame,?,START_FAIL,0,20,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Aringari,Aringari,,LOAD_FAIL,0,1,NullPointerException: Cannot invoke "String.replaceAll(String; String)" because "bestMatchFilepath" is null
Caixuan Baiguan Duo,Caixuan Baiguan Duo,,LOAD_FAIL,0,2,NullPointerException: Cannot invoke "String.replaceAll(String; String)" because "bestMatchFilepath" is null
Chollo,Chollo,,LOAD_FAIL,0,1,NullPointerException: Cannot invoke "String.replaceAll(String; String)" because "bestMatchFilepath" is null
Da Ma (Song),Da Ma (Song),,LOAD_FAIL,0,1,NullPointerException: Cannot invoke "String.replaceAll(String; String)" because "bestMatchFilepath" is null
E-Sugoroku,E-Sugoroku,,LOAD_FAIL,0,2,NullPointerException: Cannot invoke "String.replaceAll(String; String)" because "bestMatchFilepath" is null
Han Guan Yi,Han Guan Yi,,LOAD_FAIL,0,1,NullPointerException: Cannot invoke "String.replaceAll(String; String)" because "bestMatchFilepath" is null
Sanguo Xiangxi,Sanguo Xiangxi,,LOAD_FAIL,0,1,NullPointerException: Cannot invoke "String.replaceAll(String; String)" because "bestMatchFilepath" is null
Shatranj al-Falakiya,Shatranj al-Falakiya,,LOAD_FAIL,0,1,NullPointerException: Cannot invoke "String.replaceAll(String; String)" because "bestMatchFilepath" is null
Sheng Guan Tu,Sheng Guan Tu,,LOAD_FAIL,0,1,NullPointerException: Cannot invoke "String.replaceAll(String; String)" because "bestMatchFilepath" is null
Shing Kun T’o (Qing Dynasty),Shing Kun T’o (Qing Dynasty),,LOAD_FAIL,0,2,NullPointerException: Cannot invoke "String.replaceAll(String; String)" because "bestMatchFilepath" is null
Yijing Ma,Yijing Ma,,LOAD_FAIL,0,1,NullPointerException: Cannot invoke "String.replaceAll(String; String)" because "bestMatchFilepath" is null
Game of the Goose,Game of the Goose,GameOfTheGooseState,OK,3,35,
San-Kwo-K'i,San-Kwo-K'i,SanKwoKIState,OK,3,90,
Sanyou Qi,Sanyou Qi,SanyouQiState,OK,3,95,
